fecha_recepcion,fecha_envio,producto,subproducto,asunto,subasunto,descripcion_queja,descripcion_solucion,compania,estado_abbr,estado,codigo_postal,etiquetas,consentimiento_cliente,medio_comunicacion,estatus_queja,respuesta_a_tiempo,se_abre_disputa
06/10/2013,07/10/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,Fifth Third Financial Corporation,TN,Tennessee,37831,,N/A,Web,Closed with explanation,Yes,No
06/10/2013,07/10/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Residential Credit Solutions,MA,Massachusetts,1027,,N/A,Web,Closed with explanation,Yes,No
23/10/2013,06/11/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian,IL,Illinois,60115,,N/A,Postal mail,Closed with non-monetary relief,Yes,Yes
27/09/2013,27/09/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont''d attempts collect debt not owed,Debt is not mine,,,"Trident Asset Management, L.L.C.",NV,Nevada,89148,,N/A,Web,Closed with non-monetary relief,Yes,No
27/09/2013,27/09/2013,Debt collection,I do not know,Communication tactics,Called after sent written cease of comm,,,"Portfolio Recovery Associates, Inc.",FL,Florida,34286,Servicemember,N/A,Web,Closed with non-monetary relief,Yes,No
06/10/2013,07/10/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Ocwen,MD,Maryland,20772,,N/A,Web,Closed with explanation,Yes,No
23/09/2013,23/09/2013,Credit reporting,,Credit reporting company''s investigation,Problem with statement of dispute,,,Experian,CA,California,93675,,N/A,Web,Closed with explanation,Yes,No
27/09/2013,30/09/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,CIT Bank National Association,FL,Florida,32174,Older American,N/A,Web,Closed with explanation,Yes,No
27/09/2013,30/09/2013,Bank account or service,Other bank product/service,Deposits and withdrawals,,,,JPMorgan Chase & Co.,AZ,Arizona,85009,,N/A,Phone,Closed with explanation,Yes,No
06/10/2013,07/10/2013,Consumer Loan,Vehicle lease,Managing the loan or lease,,,,American Honda Finance Corporation,CT,Connecticut,6706,,N/A,Web,Closed with explanation,Yes,No
23/10/2013,29/10/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ditech Financial LLC,NJ,New Jersey,8527,,N/A,Referral,Closed with explanation,Yes,Yes
06/10/2013,07/10/2013,Debt collection,Medical,Disclosure verification of debt,Right to dispute notice not received,,,"Choice Recovery, Inc.",FL,Florida,32219,,N/A,Web,Closed with explanation,Yes,No
06/10/2013,23/12/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,,,"Brown and Joseph, Ltd",FL,Florida,32219,,N/A,Web,Closed with explanation,Yes,No
06/10/2013,07/10/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,Sallie Mae,DC,District of Columbia,20002,,N/A,Web,Closed with explanation,Yes,No
06/10/2013,06/10/2013,Credit card,,Credit line increase/decrease,,,,Capital One,OH,Ohio,45205,,N/A,Web,Closed with explanation,Yes,No
06/10/2013,07/10/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Ditech Financial LLC,NC,North Carolina,28054,,N/A,Web,Closed with explanation,Yes,Yes
06/10/2013,06/10/2013,Credit card,,Other,,,,Discover,CA,California,92025,,N/A,Web,Closed with monetary relief,Yes,Yes
06/10/2013,02/12/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Frequent or repeated calls,,,Security Finance,ID,Idaho,83702,,N/A,Web,Closed with explanation,Yes,No
27/09/2013,30/09/2013,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,,,Synchrony Financial,VT,Vermont,5495,,N/A,Phone,Closed with monetary relief,Yes,No
06/10/2013,06/10/2013,Credit card,,Unsolicited issuance of credit card,,,,Bank of America,FL,Florida,33701,,N/A,Web,Closed with explanation,Yes,No
23/10/2013,24/10/2013,Credit card,,Billing disputes,,,,Citibank,NJ,New Jersey,7601,,N/A,Referral,Closed with explanation,Yes,No
06/10/2013,07/10/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Ocwen,MD,Maryland,20850,,N/A,Web,Closed with explanation,Yes,No
23/10/2013,24/10/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"Select Portfolio Servicing, Inc",NY,New York,11230,,N/A,Referral,Closed with explanation,Yes,Yes
23/09/2013,24/09/2013,Debt collection,Auto,Cont''d attempts collect debt not owed,Debt was paid,,,Toyota Motor Credit Corporation,NC,North Carolina,28409,"Older American, Servicemember",N/A,Web,Closed with explanation,Yes,Yes
06/10/2013,07/10/2013,Credit reporting,,Credit reporting company''s investigation,Problem with statement of dispute,,,Experian,TX,Texas,78130,,N/A,Web,Closed with non-monetary relief,Yes,No
23/10/2013,24/10/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,Wells Fargo & Company,NJ,New Jersey,8520,,N/A,Referral,Closed with monetary relief,Yes,No
23/10/2013,25/10/2013,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,"Select Portfolio Servicing, Inc",MI,Michigan,48359,,N/A,Referral,Closed with explanation,Yes,No
06/10/2013,07/10/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,MS,Mississippi,39702,,N/A,Web,Closed with explanation,Yes,No
23/09/2013,24/09/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Selene Finance,PA,Pennsylvania,17112,,N/A,Web,Closed with explanation,Yes,No
23/10/2013,24/10/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,NV,Nevada,89052,,N/A,Referral,Closed with explanation,Yes,No
28/09/2013,27/09/2013,Debt collection,Credit card,Taking/threatening an illegal action,Sued where didn''t live/sign for debt,,,Capital One,OH,Ohio,44864,Servicemember,N/A,Web,Closed with explanation,Yes,Yes
23/10/2013,24/10/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,KY,Kentucky,41073,,N/A,Referral,Closed with explanation,Yes,No
23/10/2013,25/10/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,NV,Nevada,89123,,N/A,Referral,Closed with non-monetary relief,Yes,No
23/10/2013,24/10/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,TX,Texas,76904,,N/A,Referral,Closed with explanation,Yes,No
06/10/2013,07/10/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,,,Equifax,OH,Ohio,43035,,N/A,Web,Closed with explanation,Yes,No
28/09/2013,27/09/2013,Debt collection,Credit card,Improper contact or sharing of info,Talked to a third party about my debt,,,"United Collection Bureau, Inc.",CA,California,90723,,N/A,Web,Closed with explanation,Yes,No
06/10/2013,06/10/2013,Debt collection,Mortgage,Disclosure verification of debt,Not given enough info to verify debt,,,Real Time Resolutions,AZ,Arizona,85253,,N/A,Web,Closed with explanation,Yes,No
23/10/2013,19/11/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Taking/threatening an illegal action,Threatened arrest/jail if do not pay,,,"QC Holdings, Inc.",NM,New Mexico,87505,,N/A,Phone,Closed with non-monetary relief,Yes,No
23/10/2013,25/10/2013,Credit card,,Other,,,,Synovus Bank,NJ,New Jersey,7416,,N/A,Web,Closed with explanation,Yes,Yes
07/10/2013,07/10/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian,GA,Georgia,30094,,N/A,Web,Closed with non-monetary relief,Yes,No
07/10/2013,07/10/2013,Credit card,,Credit card protection / Debt protection,,,,Bank of America,CA,California,92704,,N/A,Web,Closed with explanation,Yes,Yes
23/10/2013,24/10/2013,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,,,Allied International Credit Corporation,OR,Oregon,97086,,N/A,Web,Closed with explanation,Yes,No
28/09/2013,28/09/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont''d attempts collect debt not owed,Debt was paid,,,"Afni, Inc.",CA,California,90621,,N/A,Web,Closed with explanation,Yes,No
28/09/2013,02/10/2013,Consumer Loan,Installment loan,Managing the loan or lease,,,,First Tennessee Bank,TN,Tennessee,37220,Older American,N/A,Web,Closed with explanation,Yes,No
07/10/2013,07/10/2013,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Flagstar Bank,GA,Georgia,30067,,N/A,Web,Closed with explanation,Yes,No
07/10/2013,07/10/2013,Debt collection,Credit card,Cont''d attempts collect debt not owed,Debt is not mine,,,"Portfolio Recovery Associates, Inc.",TX,Texas,77905,,N/A,Web,Closed with non-monetary relief,Yes,No
23/10/2013,23/10/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Frequent or repeated calls,,,"CashCall, Inc.",GA,Georgia,30047,Servicemember,N/A,Web,Closed with explanation,Yes,No
07/10/2013,07/10/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,MO,Missouri,63125,,N/A,Web,Closed with explanation,Yes,Yes
23/10/2013,24/10/2013,Credit card,,APR or interest rate,,,,Capital One,CT,Connecticut,6880,,N/A,Phone,Closed with monetary relief,Yes,No
07/10/2013,07/10/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,CA,California,92064,,N/A,Web,Closed with explanation,Yes,No
23/10/2013,23/10/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,,,Equifax,CA,California,94558,Older American,N/A,Web,Closed with explanation,Yes,No
28/09/2013,30/09/2013,Debt collection,I do not know,Communication tactics,Called outside of 8am-9pm,,,"Delta Management Associates, Inc.",MS,Mississippi,39452,,N/A,Web,Closed with explanation,Yes,No
28/09/2013,30/09/2013,Mortgage,Other mortgage,Credit decision / Underwriting,,,,Wells Fargo & Company,CO,Colorado,81303,,N/A,Postal mail,Closed with explanation,Yes,Yes
28/09/2013,10/10/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,TX,Texas,77471,,N/A,Postal mail,Closed with explanation,Yes,No
07/10/2013,08/10/2013,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,,,"OneMain Financial Holdings, LLC",CO,Colorado,81223,,N/A,Referral,Closed with explanation,Yes,No
03/07/2014,03/07/2014,Credit card,,Rewards,,,,Barclays PLC,NJ,New Jersey,7601,,N/A,Web,Closed with non-monetary relief,Yes,Yes
28/09/2013,30/09/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,MN,Minnesota,55055,,N/A,Referral,Closed with non-monetary relief,Yes,No
23/09/2013,25/09/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,CA,California,92596,Servicemember,N/A,Phone,Closed with explanation,Yes,No
28/09/2013,09/10/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,TX,Texas,77471,,N/A,Postal mail,Closed with non-monetary relief,Yes,No
07/10/2013,07/10/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,MI,Michigan,48341,,N/A,Referral,Closed with explanation,Yes,Yes
07/10/2013,07/10/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,HI,Hawaii,96740,,N/A,Postal mail,Closed with non-monetary relief,Yes,No
28/09/2013,30/09/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Wells Fargo & Company,TX,Texas,78609,,N/A,Postal mail,Closed with explanation,Yes,Yes
23/09/2013,23/09/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,Contacted me after I asked not to,,,Universal Fidelity LP,CA,California,94037,,N/A,Web,Closed with explanation,Yes,Yes
28/09/2013,09/10/2013,Credit reporting,,Incorrect information on credit report,Account status,,,"TransUnion Intermediate Holdings, Inc.",TX,Texas,77471,,N/A,Postal mail,Closed with explanation,Yes,No
28/09/2013,28/09/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont''d attempts collect debt not owed,Debt is not mine,,,"Jonathan Neil & Associates, Inc",NY,New York,11968,Older American,N/A,Web,Closed,No,No
23/10/2013,02/12/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,Contacted me after I asked not to,,,CNG Financial Corporation,CO,Colorado,80246,,N/A,Web,Closed with explanation,No,No
28/09/2013,30/09/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Wells Fargo & Company,CA,California,92660,,N/A,Web,Closed with explanation,Yes,No
29/10/2013,29/10/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont''d attempts collect debt not owed,Debt is not mine,,,Stellar Recovery Inc.,CA,California,91303,,N/A,Referral,Closed with explanation,Yes,No
28/09/2013,28/09/2013,Credit reporting,,Incorrect information on credit report,Public record,,,"TransUnion Intermediate Holdings, Inc.",NY,New York,13021,,N/A,Web,Closed with non-monetary relief,Yes,No
28/09/2013,30/09/2013,Credit card,,Billing disputes,,,,Capital One,NY,New York,11209,,N/A,Web,Closed with monetary relief,Yes,No
23/10/2013,23/10/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,NV,Nevada,89156,Servicemember,N/A,Web,Closed with explanation,Yes,Yes
07/10/2013,24/10/2013,Credit reporting,,Incorrect information on credit report,Account status,,,"TransUnion Intermediate Holdings, Inc.",SC,South Carolina,29420,,N/A,Postal mail,Closed with non-monetary relief,Yes,No
28/09/2013,30/09/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,U.S. Bancorp,MN,Minnesota,55413,,N/A,Web,Closed with explanation,Yes,No
23/10/2013,23/10/2013,Credit reporting,,Credit reporting company''s investigation,Investigation took too long,,,Equifax,FL,Florida,33947,,N/A,Web,Closed with explanation,Yes,No
24/09/2013,23/09/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,"TransUnion Intermediate Holdings, Inc.",MO,Missouri,63146,,N/A,Web,Closed with explanation,Yes,No
28/09/2013,08/10/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,TX,Texas,77471,,N/A,Postal mail,Closed with explanation,Yes,No
28/09/2013,15/10/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,FL,Florida,33846,,N/A,Postal mail,Closed with explanation,Yes,No
24/09/2013,23/09/2013,Debt collection,Credit card,Cont''d attempts collect debt not owed,Debt is not mine,,,Encore Capital Group,CA,California,91335,,N/A,Web,Closed with explanation,Yes,No
07/10/2013,07/10/2013,Mortgage,Conventional fixed mortgage,Settlement process and costs,,,,Nationstar Mortgage,GA,Georgia,30044,,N/A,Web,Closed with explanation,Yes,No
28/09/2013,30/09/2013,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,Navy FCU,GA,Georgia,30067,,N/A,Postal mail,Closed with explanation,Yes,No
28/09/2013,28/09/2013,Credit reporting,,Credit monitoring or identity protection,Problem cancelling or closing account,,,Equifax,CA,California,95814,,N/A,Web,Closed with explanation,Yes,No
28/09/2013,08/10/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,TX,Texas,77471,,N/A,Postal mail,Closed with explanation,Yes,No
29/10/2013,27/11/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,TX,Texas,76116,,N/A,Postal mail,Closed with non-monetary relief,Yes,No
24/09/2013,24/09/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,CA,California,93002,Older American,N/A,Web,Closed with explanation,Yes,Yes
24/09/2013,24/09/2013,Credit card,,Late fee,,,,Union Bank,CA,California,91942,,N/A,Web,Closed with explanation,Yes,No
29/10/2013,29/10/2013,Mortgage,Reverse mortgage,"Application, originator, mortgage broker",,,,Wells Fargo & Company,FL,Florida,33174,Older American,N/A,Phone,Closed with explanation,Yes,No
24/09/2013,24/09/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Bank of America,GA,Georgia,30040,,N/A,Referral,Closed with explanation,Yes,No
23/10/2013,24/10/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,CA,California,94513,,N/A,Phone,Closed with explanation,Yes,No
23/10/2013,23/10/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,Wells Fargo & Company,IL,Illinois,60103,,N/A,Web,Closed with explanation,Yes,Yes
29/09/2013,16/10/2013,Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,,,"Dynamic Recovery Solutions, LLC",CA,California,94002,,N/A,Postal mail,Closed with explanation,Yes,No
07/10/2013,24/10/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,SC,South Carolina,29420,,N/A,Postal mail,Closed with non-monetary relief,Yes,No
07/10/2013,24/10/2013,Credit reporting,,Incorrect information on credit report,Account status,,,"TransUnion Intermediate Holdings, Inc.",SC,South Carolina,29420,,N/A,Postal mail,Closed with non-monetary relief,Yes,No
